bet_id,game,name,result_type,amount,odds,stake,pick,market
4061406,Basketball,Darussafaka v Konyaspor - BSL 2022/2023 (Turkiye 1),Won,"10,431,514",1.50,"20,863,027",Under 163.5 Total,Over/Under 163.5 Total Full event
4061409,Basketball,Besiktas v Turk Telekom - BSL 2022/2023 (Turkiye 1),Won,"4,722,308",1.95,"4,970,850",Turk Telekom,-4
4061410,Basketball,Karsiyaka v Merkezefendi - BSL 2022/2023 (Turkiye 1),Won,"3,640,000",1.91,"4,000,000",Over 159 Total,Over/Under 159 Total Full event
4061411,Basketball,Konyaspor v Petkim Spor - BSL 2022/2023 (Turkiye 1),Lost,"2,000,000",2.75,,Petkim Spor,2-Way Full event
4061415,Basketball,Merkezefendi v Besiktas - BSL 2022/2023 (Turkiye 1),Lost,"5,000,000",1.85,,Over 156.5 Total,Over/Under 156.5 Total Full event
4061418,Basketball,Fenerbahce v Turk Telekom - BSL 2022/2023 (Turkiye 1),Won,"125,960",3.25,"55,982",Turk Telekom,2-Way Full event
4061419,Basketball,Besiktas v Anadolu Efes - BSL 2022/2023 (Turkiye 1),Lost,"12,000,000",2.50,,Under 161.5 Total,Over/Under 161.5 Total Full event
4062497,Rugby League,Canterbury Bulldogs v Brisbane Broncos - NRL 2023 (Australia 1),Won,"12,000,000",1.80,"15,000,000",Over 44.5 Total,Over/Under 44.5 Total Ordinary time
4062505,Rugby League,South Sydney Rabbitohs v Brisbane Broncos - NRL 2023 (Australia 1),Lost,"25,000,000",1.70,,Under 46.5 Total,Over/Under 46.5 Total Ordinary time
4062630,Rugby League,Sydney Roosters v Canberra Raiders - NRL 2023 (Australia 1),Won,"8,300,000",1.83,"10,000,000",Under 44.5 Total,Over/Under 44.5 Total Ordinary time
4062634,Rugby League,Canberra Raiders v Gold Coast Titans - NRL 2023 (Australia 1),Won,"15,000,000",1.75,"20,000,000",Over 44.5 Total,Over/Under 44.5 Total Ordinary time
4062638,Rugby League,Manly Sea Eagles v Sydney Roosters - NRL 2023 (Australia 1),Won,"16,600,000",1.83,"20,000,000",Under 44.5 Total,Over/Under 44.5 Total Ordinary time
4067763,Basketball,Jiangsu Dragons v Nanjing Monkey King - CBA 2022/2023 (China 1),Lost,"10,000,000",2.35,,Nanjing Monkey King,2-Way Full event
4067772,Basketball,Beijing Ducks v Ningbo Rockets - CBA 2022/2023 (China 1),Won,"7,000,000",1.70,"10,000,000",Over 174.5 Total,Over/Under 174.5 Total Full event
4067773,Basketball,Shanghai Sharks v Shanxi Loongs - CBA 2022/2023 (China 1),Refunded,"17,500,041",1.85,,Under 214.5 Total,Over/Under 214.5 Total Full event
4067778,Basketball,Zhejiang Lions v Ningbo Rockets - CBA 2022/2023 (China 1),Won,"12,750,000",1.85,"15,000,000",Over 181.5 Total,Over/Under 181.5 Total Full event
4067779,Basketball,Guangdong Southern Tigers v Beijing Ducks - CBA 2022/2023 (China 1),Won,"8,500,000",1.85,"10,000,000",Under 179.5 Total,Over/Under 179.5 Total Full event
4067780,Basketball,Qingdao Eagles v Shandong Hi-Speed Kirin - CBA 2022/2023 (China 1),Won,"8,500,000",1.85,"10,000,000",Over 180.5 Total,Over/Under 180.5 Total Full event
4067781,Basketball,Fujian Sturgeons v Zhejiang Golden Bulls - CBA 2022/2023 (China 1),Won,"12,750,000",1.85,"15,000,000",Under 195.5 Total,Over/Under 195.5 Total Full event
4067782,Basketball,Xinjiang Flying Tigers v Guangzhou Loong Lions - CBA 2022/2023 (China 1),Lost,"15,000,000",1.85,,Under 195 Total,Over/Under 195 Total Full event
4067783,Basketball,Shanxi Loongs v Tianjin Pioneers - CBA 2022/2023 (China 1),Lost,"10,000,000",1.78,,Over 200.5 Total,Over/Under 200.5 Total Full event
4067785,Basketball,Guangzhou Loong Lions v Shanghai Sharks - CBA 2022/2023 (China 1),Won,"4,050,000",1.81,"5,000,000",Under 209 Total,Over/Under 209 Total Full event
4067792,Basketball,Ningbo Rockets v Jiangsu Dragons - CBA 2022/2023 (China 1),Won,"15,847,996",2.04,"15,238,458",Under 199.5 Total,Over/Under 199.5 Total Full event
4067793,Basketball,Shenzhen Leopards v Qingdao Eagles - CBA 2022/2023 (China 1),Lost,"15,000,000",3.00,,Qingdao Eagles,2-Way Full event
4067794,Basketball,Jilin Northeast Tigers v Fujian Sturgeons - CBA 2022/2023 (China 1),Won,"7,650,000",1.85,"9,000,000",Over 186 Total,Over/Under 186 Total Full event
4067795,Basketball,Xinjiang Flying Tigers v Zhejiang Lions - CBA 2022/2023 (China 1),Won,"6,858,673",1.85,"8,069,027",Under 197 Total,Over/Under 197 Total Full event
4067796,Basketball,Tianjin Pioneers v Guangdong Southern Tigers - CBA 2022/2023 (China 1),Won,"17,033,197",1.85,"20,039,055",Under 193.5 Total,Over/Under 193.5 Total Full event
4067797,Basketball,Zhejiang Golden Bulls v Sichuan Blue Whales - CBA 2022/2023 (China 1),Lost,"20,000,000",1.80,,Zhejiang Golden Bulls,-20.5
4067798,Basketball,Guangzhou Loong Lions v Shandong Hi-Speed Kirin - CBA 2022/2023 (China 1),Lost,"9,000,000",3.00,,Guangzhou Loong Lions,2-Way Full event
4067799,Basketball,Nanjing Monkey King v Liaoning Flying Leopards - CBA 2022/2023 (China 1),Won,"7,650,000",1.85,"9,000,000",Over 198 Total,Over/Under 198 Total Full event
4067814,Basketball,Shandong Hi-Speed Kirin v Shanxi Loongs - CBA 2022/2023 (China 1),Lost,"8,132,402",2.45,,Shanxi Loongs,2-Way Full event
4067823,Basketball,Zhejiang Lions v Shenzhen Leopards - CBA 2022/2023 (China 1),Lost,"700,000",2.20,,Over 203.5 Total,Over/Under 203.5 Total Full event
4067830,Basketball,Beijing Ducks v Nanjing Monkey King - CBA 2022/2023 (China 1),Lost,"2,500,000",2.00,,Under 211.5 Total,Over/Under 211.5 Total Full event
4067846,Basketball,Shenzhen Leopards v Shanxi Loongs - CBA 2022/2023 (China 1),Lost,"400,000",2.85,,Shanxi Loongs,2-Way Full event
4067847,Basketball,Beijing Ducks v Liaoning Flying Leopards - CBA 2022/2023 (China 1),Lost,"400,000",2.00,,Over 188.5 Total,Over/Under 188.5 Total Full event
4067857,Basketball,Shanghai Sharks v Shandong Hi-Speed Kirin - CBA 2022/2023 (China 1),Lost,"9,000,000",1.83,,Shanghai Sharks,-3.5
4067861,Basketball,Fujian Sturgeons v Beijing Royal Fighters - CBA 2022/2023 (China 1),Won,"41,806,883",2.04,"40,198,926",Over 205.5 Total,Over/Under 205.5 Total Full event
4067863,Basketball,Tianjin Pioneers v Beijing Ducks - CBA 2022/2023 (China 1),Lost,"11,000,000",1.85,,Over 187.5 Total,Over/Under 187.5 Total Full event
4067866,Basketball,Qingdao Eagles v Jiangsu Dragons - CBA 2022/2023 (China 1),Won,"12,593,227",2.35,"9,328,316",Over 190.5 Total,Over/Under 190.5 Total Full event
4067872,Basketball,Nanjing Monkey King v Tianjin Pioneers - CBA 2022/2023 (China 1),Lost,"300,000",3.25,,Tianjin Pioneers,2-Way Full event
4067886,Basketball,Beijing Ducks v Beijing Royal Fighters - CBA 2022/2023 (China 1),Won,"5,000,000",2.00,"5,000,000",Under 185.5 Total,Over/Under 185.5 Total Full event
4067905,Basketball,Guangzhou Loong Lions v Shanxi Loongs - CBA 2022/2023 (China 1),Won,"17,500",2.75,"10,000",Guangzhou Loong Lions,2-Way Full event
4067915,Basketball,Shanxi Loongs v Shanghai Sharks - CBA 2022/2023 (China 1),Lost,"5,000,000",2.00,,Under 222.5 Total,Over/Under 222.5 Total Full event
4067916,Basketball,Guangdong Southern Tigers v Zhejiang Golden Bulls - CBA 2022/2023 (China 1),Won,"8,750,000",2.75,"5,000,000",Zhejiang Golden Bulls,2-Way Full event
4067917,Basketball,Nanjing Monkey King v Beijing Ducks - CBA 2022/2023 (China 1),Lost,"25,000,000",2.00,,Over 201.5 Total,Over/Under 201.5 Total Full event
4067918,Basketball,Shenzhen Leopards v Ningbo Rockets - CBA 2022/2023 (China 1),Lost,"25,000,000",2.25,,Over 199.5 Total,Over/Under 199.5 Total Full event
4067924,Basketball,Xinjiang Flying Tigers v Jiangsu Dragons - CBA 2022/2023 (China 1),Lost,"10,000",1.91,,Jiangsu Dragons,+23.5
4067938,Basketball,Ningbo Rockets v Shandong Hi-Speed Kirin - CBA 2022/2023 (China 1),Lost,"10,000",1.81,,Ningbo Rockets,+22
4068673,Basketball,Western Kentucky Hilltoppers v Illinois State Redbirds - NCAAB 2022/2023 (USA College 1),Won,"1,000,000",2.00,"1,000,000",Over 137 Total,Over/Under 137 Total Full event
4068677,Basketball,Akron Zips v LSU Tigers - NCAAB 2022/2023 (USA College 1),Lost,"1,000,000",2.00,,Over 136 Total,Over/Under 136 Total Full event
4069079,Basketball,St. John's Red Storm v Syracuse Orange - NCAAB 2022/2023 (USA College 1),Won,"830,000",1.83,"1,000,000",Under 154.5 Total,Over/Under 154.5 Total Full event
4069085,Basketball,California Baptist Lancers v Southern Illinois Salukis - NCAAB 2022/2023 (USA College 1),Refunded,"2,000,000",1.85,,Southern Illinois Salukis,-3
4069092,Basketball,Northern Kentucky Norse v Toledo Rockets - NCAAB 2022/2023 (USA College 1),Won,"1,560,000",2.04,"1,500,000",Over 142 Total,Over/Under 142 Total Full event
4069107,Basketball,Rhode Island Rams v Illinois State Redbirds - NCAAB 2022/2023 (USA College 1),Lost,"1,500,000",2.29,,Illinois State Redbirds,2-Way Full event
4069582,Basketball,Kansas Jayhawks v Wisconsin Badgers - NCAAB 2022/2023 (USA College 1),Lost,"2,000,000",2.12,,Kansas Jayhawks,-8.5
4069584,Basketball,Southern California Trojans v Tennessee Volunteers - NCAAB 2022/2023 (USA College 1),Lost,"1,000,000",4.00,,Southern California Trojans,2-Way Full event
4069886,Basketball,Mississippi Rebels v Siena Saints - NCAAB 2022/2023 (USA College 1),Won,"10,000,000",2.00,"10,000,000",Over 134.5 Total,Over/Under 134.5 Total Full event
4069896,Basketball,Army Black Knights v Manhattan Jaspers - NCAAB 2022/2023 (USA College 1),Won,"3,440,000",1.86,"4,000,000",Over 140 Total,Over/Under 140 Total Full event
4070028,Basketball,Michigan State Spartans v Oregon Ducks - NCAAB 2022/2023 (USA College 1),Won,"5,000,000",2.00,"5,000,000",Over 135 Total,Over/Under 135 Total Full event
4070398,Basketball,NC State Wolfpack v Butler Bulldogs - NCAAB 2022/2023 (USA College 1),Lost,"9,000,000",1.90,,Over 146 Total,Over/Under 146 Total Full event
4070543,Basketball,Memphis Tigers v Stanford Cardinal - NCAAB 2022/2023 (USA College 1),Lost,"5,000,000",1.85,,Over 137 Total,Over/Under 137 Total Full event
4070546,Basketball,Portland State Vikings v Oregon State Beavers - NCAAB 2022/2023 (USA College 1),Won,"8,614,277",1.86,"10,016,601",Over 143.5 Total,Over/Under 143.5 Total Full event
4070551,Basketball,Connecticut Huskies v Iowa State Cyclones - NCAAB 2022/2023 (USA College 1),Lost,"10,000,000",1.90,,Over 134.5 Total,Over/Under 134.5 Total Full event
4070686,Basketball,New Mexico State Aggies v UC Irvine Anteaters - NCAAB 2022/2023 (USA College 1),Won,"23,476,618",1.85,"27,619,550",Over 135 Total,Over/Under 135 Total Full event
4070688,Basketball,Hawaii Rainbow Warriors v Texas State San Marcos Bobcats - NCAAB 2022/2023 (USA College 1),Won,"4,250,000",1.85,"5,000,000",Over 125 Total,Over/Under 125 Total Full event
4070876,Tennis,Javier Barranco Cosano v Vit Kopriva - Maspalomas 2022 (Challenger),Refunded,"10,448,541",1.66,,Vit Kopriva,2-Way Full event
4072683,Tennis,Gonzalo Oliveira v Jurij Rodionov - Maia 2022 (Challenger),Lost,"8,000,000",3.75,,Gonzalo Oliveira,2-Way Full event
4072994,Basketball,Hawaii Rainbow Warriors v East Texas A&M Lions - NCAAB 2022/2023 (USA College 1),Lost,"5,000,000",1.83,,Hawaii Rainbow Warriors,-10.5
4074215,Tennis,"Shuai Zhang v Alycia Parks - Angers 2022 (WTA Challenger, female)",Won,"9,500,000",1.95,"10,000,000",Alycia Parks,2-Way Full event
4074705,Basketball,Converge FiberXers v San Miguel Beermen - Commissioner Cup Playoff 2022 (Philippines Cup 2),Won,"12,965,171",1.81,"16,006,384",Under 214 Total,Over/Under 214 Total Full event
4074709,Basketball,San Miguel Beermen v Converge FiberXers - Commissioner Cup Playoff 2022 (Philippines Cup 2),Lost,"20,000,000",1.85,,Under 216.5 Total,Over/Under 216.5 Total Full event
4074710,Basketball,NorthPort Batang Pier v Barangay Ginebra San Miguel - Commissioner Cup Playoff 2022 (Philippines Cup 2),Lost,"12,772,141",1.83,,Over 202.5 Total,Over/Under 202.5 Total Full event
4074798,Basketball,EWE Baskets Oldenburg v Riesen Ludwigsburg - BBL Cup 2022/2023 (Germany Cup 1),Won,"1,948,456",2.00,"1,948,456",Over 169.5 Total,Over/Under 169.5 Total Full event
4074799,Basketball,FC Bayern Munchen v Alba Berlin - BBL Cup 2022/2023 (Germany Cup 1),Lost,"1,897,748",1.90,,Over 160.5 Total,Over/Under 160.5 Total Full event
4075941,Tennis,"Anna Blinkova v Clara Tauson - Angers 2022 (WTA Challenger, female)",Lost,"8,285,004",3.00,,Anna Blinkova,2-Way Full event
4077802,Basketball,San Miguel Beermen v Bay Area Dragons - Commissioner Cup Playoff 2022 (Philippines Cup 2),Lost,"13,470,100",3.10,,Bay Area Dragons,-12.5
4077804,Basketball,Barangay Ginebra San Miguel v Magnolia Hotshots - Commissioner Cup Playoff 2022 (Philippines Cup 2),Lost,"10,007,397",3.15,,Over 203.5 Total,Over/Under 203.5 Total Full event
4077805,Basketball,Magnolia Hotshots v Barangay Ginebra San Miguel - Commissioner Cup Playoff 2022 (Philippines Cup 2),Lost,"10,400,000",1.83,,Under 189 Total,Over/Under 189 Total Full event
4077966,Australian Football,Essendon Bombers v North Melbourne Kangaroos - AFL 2023 (Australia 1),Won,"41,244,226",1.85,"48,522,619",Over 173.5 Total,Over/Under 173.5 Total Full event
4077981,Australian Football,Port Adelaide Power v Hawthorn Hawks - AFL 2023 (Australia 1),Lost,"30,000,000",1.90,,Under 170.5 Total,Over/Under 170.5 Total Full event
4078006,Australian Football,Richmond Tigers v Sydney Swans - AFL 2023 (Australia 1),Won,"8,300,000",1.83,"10,000,000",Over 161.5 Total,Over/Under 161.5 Total Full event
4078021,Australian Football,Essendon Bombers v Port Adelaide Power - AFL 2023 (Australia 1),Lost,"15,000,000",1.90,,Over 166.5 Total,Over/Under 166.5 Total Full event
4078028,Australian Football,Brisbane Lions v West Coast Eagles - AFL 2023 (Australia 1),Lost,"10,000,000",1.85,,Over 191.5 Total,Over/Under 191.5 Total Full event
4078029,Australian Football,Essendon Bombers v Adelaide Crows - AFL 2023 (Australia 1),Lost,"46,538,697",1.90,,Under 177.5 Total,Over/Under 177.5 Total Full event
4078059,Australian Football,Adelaide Crows v Gold Coast Suns - AFL 2023 (Australia 1),Lost,"20,000,000",1.85,,Over 174.5 Total,Over/Under 174.5 Total Full event
4083166,Basketball,Petkim Spor v Fenerbahce - BSL 2022/2023 (Turkiye 1),Lost,"20,000,000",1.80,,Over 163.5 Total,Over/Under 163.5 Total Full event
4083168,Basketball,Darussafaka v Tofas - BSL 2022/2023 (Turkiye 1),Lost,"4,863,967",2.10,,Under 159.5 Total,Over/Under 159.5 Total Full event
4084640,Basketball,Bay Area Dragons v Barangay Ginebra San Miguel - Commissioner Cup Playoff 2022 (Philippines Cup 2),Won,"6,900,000",2.38,"5,000,000",Under 181.5 Total,Over/Under 181.5 Total Full event
4089424,Basketball,Barangay Ginebra San Miguel v Bay Area Dragons - Commissioner Cup Playoff 2022 (Philippines Cup 2),Lost,"40,000,000",2.38,,Under 178.5 Total,Over/Under 178.5 Total Full event
4089596,Basketball,Fenerbahce v Darussafaka - BSL 2022/2023 (Turkiye 1),Lost,"4,000,000",4.50,,Darussafaka,2-Way Full event
4089606,Basketball,Karsiyaka v Buyukcekmece - BSL 2022/2023 (Turkiye 1),Lost,"10,377,325",2.50,,Under 158.5 Total,Over/Under 158.5 Total Full event
4089722,Cricket,India v New Zealand - India ODI Series 2023 (International 1day 1),Lost,"4,966,919",3.25,,New Zealand,2-Way Full event
4089723,Cricket,India v New Zealand - India ODI Series 2023 (International 1day 1),Lost,"20,034,825",3.40,,New Zealand,2-Way Full event
4092366,Basketball,"Seattle Storm v Washington Mystics - WNBA 2023 (USA 1, female)",Lost,"30,000,000",3.00,,Seattle Storm,2-Way Full event
4092370,Basketball,"Los Angeles Sparks v Connecticut Sun - WNBA 2023 (USA 1, female)",Lost,"12,414,506",2.00,,Over 158.5 Total,Over/Under 158.5 Total Full event
4092374,Basketball,"New York Liberty v Minnesota Lynx - WNBA 2023 (USA 1, female)",Won,"24,320,348",1.76,"32,000,458",Over 167 Total,Over/Under 167 Total Full event
4092383,Basketball,"Washington Mystics v Minnesota Lynx - WNBA 2023 (USA 1, female)",Lost,"36,720,000",1.87,,Over 161.5 Total,Over/Under 161.5 Total Full event
4092384,Basketball,"Connecticut Sun v Dallas Wings - WNBA 2023 (USA 1, female)",Won,"17,400,000",1.87,"20,000,000",Under 167.5 Total,Over/Under 167.5 Total Full event
4092391,Basketball,"Las Vegas Aces v New York Liberty - WNBA 2023 (USA 1, female)",Lost,"15,000,000",3.20,,New York Liberty,2-Way Full event
4092393,Basketball,"Las Vegas Aces v Indiana Fever - WNBA 2023 (USA 1, female)",Lost,"36,601,584",1.78,,Over 169.5 Total,Over/Under 169.5 Total Full event
4092394,Basketball,"Los Angeles Sparks v Dallas Wings - WNBA 2023 (USA 1, female)",Won,"10,000,000",2.00,"10,000,000",Over 162.5 Total,Over/Under 162.5 Total Full event
4092396,Basketball,"Atlanta Dream v New York Liberty - WNBA 2023 (USA 1, female)",Lost,"50,000,000",1.72,,Under 173.5 Total,Over/Under 173.5 Total Full event
4092397,Basketball,"Seattle Storm v Indiana Fever - WNBA 2023 (USA 1, female)",Lost,"90,000,000",1.70,,Over 160.5 Total,Over/Under 160.5 Total Full event
4092398,Basketball,"Minnesota Lynx v Connecticut Sun - WNBA 2023 (USA 1, female)",Lost,"49,588,213",2.00,,Over 159.5 Total,Over/Under 159.5 Total Full event
4092401,Basketball,"Las Vegas Aces v Connecticut Sun - WNBA 2023 (USA 1, female)",Lost,"12,000,000",1.95,,Under 170.5 Total,Over/Under 170.5 Total Full event
4092402,Basketball,"Phoenix Mercury v Minnesota Lynx - WNBA 2023 (USA 1, female)",Won,"12,934,026",1.83,"15,583,164",Over 158.5 Total,Over/Under 158.5 Total Full event
4092403,Basketball,"Washington Mystics v Seattle Storm - WNBA 2023 (USA 1, female)",Lost,"8,000,000",2.87,,Seattle Storm,2-Way Full event
4092405,Basketball,"Los Angeles Sparks v Las Vegas Aces - WNBA 2023 (USA 1, female)",Won,"15,600,000",1.78,"20,000,000",Over 167.5 Total,Over/Under 167.5 Total Full event
4092406,Basketball,"Atlanta Dream v Minnesota Lynx - WNBA 2023 (USA 1, female)",Lost,"70,000,000",1.75,,Over 168.5 Total,Over/Under 168.5 Total Full event
4092407,Basketball,"Phoenix Mercury v Connecticut Sun - WNBA 2023 (USA 1, female)",Won,"40,542,360",1.70,"57,917,657",Under 165.5 Total,Over/Under 165.5 Total Full event
4092411,Basketball,"Minnesota Lynx v Los Angeles Sparks - WNBA 2023 (USA 1, female)",Won,"48,600,000",1.81,"60,000,000",Under 164.5 Total,Over/Under 164.5 Total Full event
4092412,Basketball,"Chicago Sky v Atlanta Dream - WNBA 2023 (USA 1, female)",Won,"36,500,000",1.73,"50,000,000",Over 164.5 Total,Over/Under 164.5 Total Full event
4092415,Basketball,"Atlanta Dream v Los Angeles Sparks - WNBA 2023 (USA 1, female)",Won,"13,140,000",1.73,"18,000,000",Over 163.5 Total,Over/Under 163.5 Total Full event
4092418,Basketball,"New York Liberty v Phoenix Mercury - WNBA 2023 (USA 1, female)",Won,"13,471,593",1.72,"18,710,546",Over 164.5 Total,Over/Under 164.5 Total Full event
4092420,Basketball,"Los Angeles Sparks v Atlanta Dream - WNBA 2023 (USA 1, female)",Won,"12,960,000",1.72,"18,000,000",Over 166.5 Total,Over/Under 166.5 Total Full event
4092421,Basketball,"Connecticut Sun v Seattle Storm - WNBA 2023 (USA 1, female)",Won,"8,900,000",1.89,"10,000,000",Over 165.5 Total,Over/Under 165.5 Total Full event
4092422,Basketball,"New York Liberty v Seattle Storm - WNBA 2023 (USA 1, female)",Lost,"25,000,000",1.70,,Over 165.5 Total,Over/Under 165.5 Total Full event
4092423,Basketball,"Connecticut Sun v Washington Mystics - WNBA 2023 (USA 1, female)",Won,"40,418,249",1.80,"50,522,811",Over 159.5 Total,Over/Under 159.5 Total Full event
4092428,Basketball,"Minnesota Lynx v Washington Mystics - WNBA 2023 (USA 1, female)",Won,"35,000,000",1.70,"50,000,000",Over 157.5 Total,Over/Under 157.5 Total Full event
4092429,Basketball,"Los Angeles Sparks v Indiana Fever - WNBA 2023 (USA 1, female)",Lost,"50,000,000",1.65,,Over 157.5 Total,Over/Under 157.5 Total Full event
4092430,Basketball,"New York Liberty v Atlanta Dream - WNBA 2023 (USA 1, female)",Won,"12,000,000",1.60,"20,000,000",Over 170 Total,Over/Under 170 Total Full event
4092432,Basketball,"Dallas Wings v Washington Mystics - WNBA 2023 (USA 1, female)",Lost,"14,983,147",1.76,,Over 163.5 Total,Over/Under 163.5 Total Full event
4092433,Basketball,"Connecticut Sun v Minnesota Lynx - WNBA 2023 (USA 1, female)",Won,"31,506,005",1.70,"45,008,578",Over 157.5 Total,Over/Under 157.5 Total Full event
4092434,Basketball,"Chicago Sky v Las Vegas Aces - WNBA 2023 (USA 1, female)",Won,"33,660,000",1.66,"51,000,000",Over 165.5 Total,Over/Under 165.5 Total Full event
4092435,Basketball,"New York Liberty v Seattle Storm - WNBA 2023 (USA 1, female)",Won,"33,150,000",1.65,"51,000,000",Over 166.5 Total,Over/Under 166.5 Total Full event
4092436,Basketball,"Washington Mystics v New York Liberty - WNBA 2023 (USA 1, female)",Lost,"83,241,266",1.73,,Under 165.5 Total,Over/Under 165.5 Total Full event
4092438,Basketball,"Seattle Storm v Chicago Sky - WNBA 2023 (USA 1, female)",Won,"31,300,746",1.78,"40,129,161",Over 157.5 Total,Over/Under 157.5 Total Full event
4092440,Basketball,"Minnesota Lynx v Las Vegas Aces - WNBA 2023 (USA 1, female)",Won,"89,762,560",1.70,"128,232,229",Over 167.5 Total,Over/Under 167.5 Total Full event
4092441,Basketball,"New York Liberty v Indiana Fever - WNBA 2023 (USA 1, female)",Won,"35,000,000",1.70,"50,000,000",Over 168.5 Total,Over/Under 168.5 Total Full event
4092442,Basketball,"Washington Mystics v Phoenix Mercury - WNBA 2023 (USA 1, female)",Lost,"80,000,000",1.72,,Over 153.5 Total,Over/Under 153.5 Total Full event
4092444,Basketball,"Atlanta Dream v Washington Mystics - WNBA 2023 (USA 1, female)",Lost,"45,000,000",1.72,,Over 163.5 Total,Over/Under 163.5 Total Full event
4092447,Basketball,"Minnesota Lynx v New York Liberty - WNBA 2023 (USA 1, female)",Lost,"40,000,000",1.70,,Over 165.5 Total,Over/Under 165.5 Total Full event
4092448,Basketball,"Phoenix Mercury v Seattle Storm - WNBA 2023 (USA 1, female)",Lost,"97,453,047",1.65,,Under 163.5 Total,Over/Under 163.5 Total Full event
4092454,Basketball,"Washington Mystics v Los Angeles Sparks - WNBA 2023 (USA 1, female)",Won,"28,000,000",1.70,"40,000,000",Under 160.5 Total,Over/Under 160.5 Total Full event
4092459,Basketball,"Los Angeles Sparks v New York Liberty - WNBA 2023 (USA 1, female)",Won,"30,544,793",1.67,"45,589,243",Over 164.5 Total,Over/Under 164.5 Total Full event
4092460,Basketball,"Connecticut Sun v Minnesota Lynx - WNBA 2023 (USA 1, female)",Lost,"100,000,000",1.72,,Over 161 Total,Over/Under 161 Total Full event
4092463,Basketball,"Los Angeles Sparks v New York Liberty - WNBA 2023 (USA 1, female)",Lost,"100,000,000",1.72,,Over 164.5 Total,Over/Under 164.5 Total Full event
4092464,Basketball,"Seattle Storm v Dallas Wings - WNBA 2023 (USA 1, female)",Lost,"100,000,000",1.50,,Over 162.5 Total,Over/Under 162.5 Total Full event
4092549,Basketball,"Indiana Fever v Washington Mystics - WNBA 2023 (USA 1, female)",Won,"15,000,000",2.50,"10,000,000",Indiana Fever,2-Way Full event
4092578,Basketball,"Washington Mystics v Indiana Fever - WNBA 2023 (USA 1, female)",Won,"7,650,000",1.85,"9,000,000",Over 157.5 Total,Over/Under 157.5 Total Full event
4092579,Basketball,"Chicago Sky v Atlanta Dream - WNBA 2023 (USA 1, female)",Lost,"8,000,000",1.89,,Over 169.5 Total,Over/Under 169.5 Total Full event
4092583,Basketball,"Las Vegas Aces v Phoenix Mercury - WNBA 2023 (USA 1, female)",Won,"16,563,637",1.72,"23,005,052",Over 167.5 Total,Over/Under 167.5 Total Full event
4092584,Basketball,"Indiana Fever v New York Liberty - WNBA 2023 (USA 1, female)",Won,"17,689,456",1.72,"24,568,689",Over 166.5 Total,Over/Under 166.5 Total Full event
4092585,Basketball,"Chicago Sky v Connecticut Sun - WNBA 2023 (USA 1, female)",Lost,"15,000,000",1.83,,Over 159.5 Total,Over/Under 159.5 Total Full event
4092586,Basketball,"Indiana Fever v Chicago Sky - WNBA 2023 (USA 1, female)",Won,"15,810,779",1.85,"18,600,916",Over 158.5 Total,Over/Under 158.5 Total Full event
4092587,Basketball,"Atlanta Dream v Washington Mystics - WNBA 2023 (USA 1, female)",Won,"24,271,551",1.80,"30,339,439",Over 163 Total,Over/Under 163 Total Full event
4092588,Basketball,"Seattle Storm v Minnesota Lynx - WNBA 2023 (USA 1, female)",Won,"24,000,000",1.80,"30,000,000",Over 160.5 Total,Over/Under 160.5 Total Full event
4092589,Basketball,"Phoenix Mercury v Las Vegas Aces - WNBA 2023 (USA 1, female)",Lost,"13,990,183",1.80,,Under 167.5 Total,Over/Under 167.5 Total Full event
4092590,Basketball,"Los Angeles Sparks v Dallas Wings - WNBA 2023 (USA 1, female)",Won,"54,527,051",2.10,"49,570,046",Los Angeles Sparks,2-Way Full event
4092591,Basketball,"Seattle Storm v Phoenix Mercury - WNBA 2023 (USA 1, female)",Lost,"15,777,468",1.87,,Under 162.5 Total,Over/Under 162.5 Total Full event
4092594,Basketball,"Connecticut Sun v New York Liberty - WNBA 2023 (USA 1, female)",Won,"35,777,358",1.83,"43,105,251",Over 165.5 Total,Over/Under 165.5 Total Full event
4092596,Basketball,"Phoenix Mercury v Dallas Wings - WNBA 2023 (USA 1, female)",Lost,"40,000,000",1.72,,Over 165.5 Total,Over/Under 165.5 Total Full event
4092597,Basketball,"Washington Mystics v Atlanta Dream - WNBA 2023 (USA 1, female)",Won,"30,002,133",1.70,"42,860,190",Over 160.5 Total,Over/Under 160.5 Total Full event
4093690,Tennis,"Coco Gauff v Rebeka Masarova - ASB Classic 2023 (WTA, female)",Lost,"3,000,000",4.59,,Rebeka Masarova,2-Way Full event
4096102,Basketball,Konyaspor v Besiktas - BSL 2022/2023 (Turkiye 1),Won,"4,000,000",2.00,"4,000,000",Under 160.5 Total,Over/Under 160.5 Total Full event
4096103,Basketball,Manisa BB v Karsiyaka - BSL 2022/2023 (Turkiye 1),Won,"4,400,000",2.10,"4,000,000",Under 162.5 Total,Over/Under 162.5 Total Full event
4096106,Basketball,Bursaspor v Gaziantep BB - BSL 2022/2023 (Turkiye 1),Lost,"10,000,000",2.04,,Under 160.5 Total,Over/Under 160.5 Total Full event
4096701,Basketball,West Bandits Solo v Rajawali Medan - IBL 2023 (Indonesia 1),Lost,"55,000",4.75,,Rajawali Medan,2-Way Full event
